update_date,effective_date,code,name
2010-12-27,2010-12-31,sz.002011,盾安环境
2010-12-27,2010-12-31,sz.002019,亿帆医药
2010-12-27,2010-12-31,sz.002022,科华生物
2010-12-27,2010-12-31,sz.002025,航天电器
2010-12-27,2010-12-31,sz.002038,双鹭药业
2010-12-27,2010-12-31,sz.002041,登海种业
2010-12-27,2010-12-31,sz.002048,宁波华翔
2010-12-27,2010-12-31,sz.002051,中工国际
2010-12-27,2010-12-31,sz.002052,同洲电子
2010-12-27,2010-12-31,sz.002056,横店东磁
2010-12-27,2010-12-31,sz.002062,宏润建设
2010-12-27,2010-12-31,sz.002064,华峰氨纶
2010-12-27,2010-12-31,sz.002065,东华软件
2010-12-27,2010-12-31,sz.002069,獐子岛
2010-12-27,2010-12-31,sz.002073,软控股份
2010-12-27,2010-12-31,sz.002078,太阳纸业
2010-12-27,2010-12-31,sz.002083,孚日股份
2010-12-27,2010-12-31,sz.002088,鲁阳节能
2010-12-27,2010-12-31,sz.002091,江苏国泰
2010-12-27,2010-12-31,sz.002092,中泰化学
2010-12-27,2010-12-31,sz.002097,山河智能
2010-12-27,2010-12-31,sz.002106,莱宝高科
2010-12-27,2010-12-31,sz.002107,沃华医药
2010-12-27,2010-12-31,sz.002109,兴化股份
2010-12-27,2010-12-31,sz.002110,三钢闽光
2010-12-27,2010-12-31,sz.002121,科陆电子
2010-12-27,2010-12-31,sz.002123,梦网集团
2010-12-27,2010-12-31,sz.002129,中环股份
2010-12-27,2010-12-31,sz.002133,广宇集团
2010-12-27,2010-12-31,sz.002152,广电运通
2010-12-27,2010-12-31,sz.002161,远望谷
2010-12-27,2010-12-31,sz.002172,澳洋健康
2010-12-27,2010-12-31,sz.002179,中航光电
2010-12-27,2010-12-31,sz.002181,粤传媒
2010-12-27,2010-12-31,sz.002183,怡亚通
2010-12-27,2010-12-31,sz.002191,劲嘉股份
2010-12-27,2010-12-31,sz.002194,*ST凡谷
2010-12-27,2010-12-31,sz.002212,南洋股份
2010-12-27,2010-12-31,sz.002218,拓日新能
2010-12-27,2010-12-31,sz.002225,濮耐股份
2010-12-27,2010-12-31,sz.002230,科大讯飞
2010-12-27,2010-12-31,sz.002232,启明信息
2010-12-27,2010-12-31,sz.002233,塔牌集团
2010-12-27,2010-12-31,sz.002237,恒邦股份
2010-12-27,2010-12-31,sz.002238,天威视讯
2010-12-27,2010-12-31,sz.002241,歌尔股份
2010-12-27,2010-12-31,sz.002249,大洋电机
2010-12-27,2010-12-31,sz.002251,步步高
2010-12-27,2010-12-31,sz.002252,上海莱士
2010-12-27,2010-12-31,sz.002254,泰和新材
2010-12-27,2010-12-31,sz.002258,利尔化学
2010-12-27,2010-12-31,sz.002266,浙富控股
2010-12-27,2010-12-31,sz.002267,陕天然气
2010-12-27,2010-12-31,sz.002274,华昌化工
2010-12-27,2010-12-31,sz.002276,万马股份
2010-12-27,2010-12-31,sz.002277,友阿股份
2010-12-27,2010-12-31,sz.002281,光迅科技
2010-12-27,2010-12-31,sz.002285,世联行
2010-12-27,2010-12-31,sz.002287,奇正藏药
2010-12-27,2010-12-31,sz.002292,奥飞娱乐
2010-12-27,2010-12-31,sz.002293,罗莱生活
2010-12-27,2010-12-31,sz.002303,美盈森
2010-12-27,2010-12-31,sz.002305,南国置业
2010-12-27,2010-12-31,sz.002306,*ST云网
2010-12-27,2010-12-31,sz.002308,威创股份
2010-12-27,2010-12-31,sz.002309,中利集团
2010-12-27,2010-12-31,sz.002310,东方园林
2010-12-27,2010-12-31,sz.002311,海大集团
2010-12-27,2010-12-31,sz.002314,南山控股
2010-12-27,2010-12-31,sz.002315,焦点科技
2010-12-27,2010-12-31,sz.002317,众生药业
2010-12-27,2010-12-31,sz.002320,海峡股份
2010-12-27,2010-12-31,sz.002322,理工环科
2010-12-27,2010-12-31,sz.002326,永太科技
2010-12-27,2010-12-31,sz.002328,新朋股份
2010-12-27,2010-12-31,sz.002332,仙琚制药
2010-12-27,2010-12-31,sz.002340,格林美
2010-12-27,2010-12-31,sz.002342,巨力索具
2010-12-27,2010-12-31,sz.002344,海宁皮城
2010-12-27,2010-12-31,sz.002345,潮宏基
2011-06-27,2011-06-30,sh.600012,皖通高速
2011-06-27,2011-06-30,sh.600020,中原高速
2011-06-27,2011-06-30,sh.600021,上海电力
2011-06-27,2011-06-30,sh.600035,楚天高速
2011-06-27,2011-06-30,sh.600038,中直股份
2011-06-27,2011-06-30,sh.600052,浙江广厦
2011-06-27,2011-06-30,sh.600054,黄山旅游
2011-06-27,2011-06-30,sh.600056,中国医药
2011-06-27,2011-06-30,sh.600059,古越龙山
2011-06-27,2011-06-30,sh.600061,国投资本
2011-06-27,2011-06-30,sh.600063,皖维高新
2011-06-27,2011-06-30,sh.600064,南京高科
2011-06-27,2011-06-30,sh.600067,冠城大通
2011-06-27,2011-06-30,sh.600069,银鸽投资
2011-06-27,2011-06-30,sh.600072,中船科技
2011-06-27,2011-06-30,sh.600073,上海梅林
2011-06-27,2011-06-30,sh.600075,新疆天业
2011-06-27,2011-06-30,sh.600078,澄星股份
2011-06-27,2011-06-30,sh.600079,人福医药
2011-06-27,2011-06-30,sh.600082,海泰发展
2011-06-27,2011-06-30,sh.600086,东方金钰
2011-06-27,2011-06-30,sh.600088,中视传媒
2011-06-27,2011-06-30,sh.600103,青山纸业
2011-06-27,2011-06-30,sh.600106,重庆路桥
2011-06-27,2011-06-30,sh.600107,美尔雅
2011-06-27,2011-06-30,sh.600110,诺德股份
2011-06-27,2011-06-30,sh.600112,天成控股
2011-06-27,2011-06-30,sh.600117,西宁特钢
2011-06-27,2011-06-30,sh.600120,浙江东方
2011-06-27,2011-06-30,sh.600121,郑州煤电
2011-06-27,2011-06-30,sh.600122,宏图高科
2011-06-27,2011-06-30,sh.600126,杭钢股份
2011-06-27,2011-06-30,sh.600127,金健米业
2011-06-27,2011-06-30,sh.600128,弘业股份
2011-06-27,2011-06-30,sh.600129,太极集团
2011-06-27,2011-06-30,sh.600138,中青旅
2011-06-27,2011-06-30,sh.600139,西部资源
2011-06-27,2011-06-30,sh.600141,兴发集团
2011-06-27,2011-06-30,sh.600158,中体产业
2011-06-27,2011-06-30,sh.600160,巨化股份
2011-06-27,2011-06-30,sh.600162,香江控股
2011-06-27,2011-06-30,sh.600163,中闽能源
2011-06-27,2011-06-30,sh.600168,武汉控股
2011-06-27,2011-06-30,sh.600171,上海贝岭
2011-06-27,2011-06-30,sh.600176,中国巨石
2011-06-27,2011-06-30,sh.600178,东安动力
2011-06-27,2011-06-30,sh.600190,锦州港
2011-06-27,2011-06-30,sh.600191,华资实业
2011-06-27,2011-06-30,sh.600195,中牧股份
2011-06-27,2011-06-30,sh.600197,伊力特
2011-06-27,2011-06-30,sh.600198,*ST大唐
2011-06-27,2011-06-30,sh.600202,*ST哈空
2011-06-27,2011-06-30,sh.600223,鲁商置业
2011-06-27,2011-06-30,sh.600226,瀚叶股份
2011-06-27,2011-06-30,sh.600227,圣济堂
2011-06-27,2011-06-30,sh.600230,沧州大化
2011-06-27,2011-06-30,sh.600231,凌钢股份
2011-06-27,2011-06-30,sh.600236,桂冠电力
2011-06-27,2011-06-30,sh.600240,华业资本
2011-06-27,2011-06-30,sh.600246,万通地产
2011-06-27,2011-06-30,sh.600251,冠农股份
2011-06-27,2011-06-30,sh.600252,中恒集团
2011-06-27,2011-06-30,sh.600258,首旅酒店
2011-06-27,2011-06-30,sh.600260,凯乐科技
2011-06-27,2011-06-30,sh.600261,阳光照明
2011-06-27,2011-06-30,sh.600263,路桥建设
2011-06-27,2011-06-30,sh.600268,国电南自
2011-06-27,2011-06-30,sh.600270,外运发展
2011-06-27,2011-06-30,sh.600277,亿利洁能
2011-06-27,2011-06-30,sh.600278,东方创业
2011-06-27,2011-06-30,sh.600281,太化股份
2011-06-27,2011-06-30,sh.600282,南钢股份
2011-06-27,2011-06-30,sh.600284,浦东建设
2011-06-27,2011-06-30,sh.600287,江苏舜天
2011-06-27,2011-06-30,sh.600288,大恒科技
2011-06-27,2011-06-30,sh.600289,*ST信通
2011-06-27,2011-06-30,sh.600290,华仪电气
2011-06-27,2011-06-30,sh.600291,西水股份
2011-06-27,2011-06-30,sh.600292,远达环保
2011-06-27,2011-06-30,sh.600293,三峡新材
2011-06-27,2011-06-30,sh.600295,鄂尔多斯
2011-06-27,2011-06-30,sh.600298,安琪酵母
2011-06-27,2011-06-30,sh.600308,华泰股份
2011-06-27,2011-06-30,sh.600311,荣华实业
2011-06-27,2011-06-30,sh.600317,营口港
2011-06-27,2011-06-30,sh.600322,天房发展
2011-06-27,2011-06-30,sh.600323,瀚蓝环境
2011-06-27,2011-06-30,sh.600326,西藏天路
2011-06-27,2011-06-30,sh.600327,大东方
2011-06-27,2011-06-30,sh.600328,兰太实业
2011-06-27,2011-06-30,sh.600329,中新药业
2011-06-27,2011-06-30,sh.600330,天通股份
2011-06-27,2011-06-30,sh.600332,白云山
2011-06-27,2011-06-30,sh.600333,长春燃气
2011-06-27,2011-06-30,sh.600337,美克家居
2011-06-27,2011-06-30,sh.600339,中油工程
2011-06-27,2011-06-30,sh.600351,亚宝药业
2011-06-27,2011-06-30,sh.600359,新农开发
2011-06-27,2011-06-30,sh.600360,华微电子
2011-06-27,2011-06-30,sh.600361,华联综超
2011-06-27,2011-06-30,sh.600363,联创光电
2011-06-27,2011-06-30,sh.600366,宁波韵升
2011-06-27,2011-06-30,sh.600386,北巴传媒
2011-06-27,2011-06-30,sh.600387,海越能源
2011-06-27,2011-06-30,sh.600388,龙净环保
2011-06-27,2011-06-30,sh.600398,海澜之家
2011-06-27,2011-06-30,sh.600408,*ST安泰
2011-06-27,2011-06-30,sh.600409,三友化工
2011-06-27,2011-06-30,sh.600410,华胜天成
2011-06-27,2011-06-30,sh.600416,湘电股份
2011-06-27,2011-06-30,sh.600420,现代制药
2011-06-27,2011-06-30,sh.600423,*ST柳化
2011-06-27,2011-06-30,sh.600425,青松建化
2011-06-27,2011-06-30,sh.600426,华鲁恒升
2011-06-27,2011-06-30,sh.600429,三元股份
2011-06-27,2011-06-30,sh.600435,北方导航
2011-06-27,2011-06-30,sh.600438,通威股份
2011-06-27,2011-06-30,sh.600439,瑞贝卡
2011-06-27,2011-06-30,sh.600449,宁夏建材
2011-06-27,2011-06-30,sh.600458,时代新材
2011-06-27,2011-06-30,sh.600460,士兰微
2011-06-27,2011-06-30,sh.600467,好当家
2011-06-27,2011-06-30,sh.600468,百利电气
2011-06-27,2011-06-30,sh.600469,风神股份
2011-06-27,2011-06-30,sh.600475,华光股份
2011-06-27,2011-06-30,sh.600478,科力远
2011-06-27,2011-06-30,sh.600479,千金药业
2011-06-27,2011-06-30,sh.600480,凌云股份
2011-06-27,2011-06-30,sh.600482,中国动力
2011-06-27,2011-06-30,sh.600487,亨通光电
2011-06-27,2011-06-30,sh.600488,天药股份
2011-06-27,2011-06-30,sh.600491,龙元建设
2011-06-27,2011-06-30,sh.600496,精工钢构
2011-06-27,2011-06-30,sh.600499,科达洁能
2011-06-27,2011-06-30,sh.600501,航天晨光
2011-06-27,2011-06-30,sh.600507,方大特钢
2011-06-27,2011-06-30,sh.600509,天富能源
2011-06-27,2011-06-30,sh.600510,黑牡丹
2011-06-27,2011-06-30,sh.600511,国药股份
2011-06-27,2011-06-30,sh.600521,华海药业
2011-06-27,2011-06-30,sh.600522,中天科技
2011-06-27,2011-06-30,sh.600523,贵航股份
2011-06-27,2011-06-30,sh.600525,长园集团
2011-06-27,2011-06-30,sh.600529,山东药玻
2011-06-27,2011-06-30,sh.600531,豫光金铅
2011-06-27,2011-06-30,sh.600533,栖霞建设
2011-06-27,2011-06-30,sh.600543,莫高股份
2011-06-27,2011-06-30,sh.600545,卓郎智能
2011-06-27,2011-06-30,sh.600551,时代出版
2011-06-27,2011-06-30,sh.600555,海航创新
2011-06-27,2011-06-30,sh.600557,康缘药业
2011-06-27,2011-06-30,sh.600563,法拉电子
2011-06-27,2011-06-30,sh.600565,迪马股份
2011-06-27,2011-06-30,sh.600569,安阳钢铁
2011-06-27,2011-06-30,sh.600570,恒生电子
2011-06-27,2011-06-30,sh.600580,卧龙电气
2011-06-27,2011-06-30,sh.600581,八一钢铁
2011-06-27,2011-06-30,sh.600584,长电科技
2011-06-27,2011-06-30,sh.600586,金晶科技
2011-06-27,2011-06-30,sh.600589,广东榕泰
2011-06-27,2011-06-30,sh.600590,泰豪科技
2011-06-27,2011-06-30,sh.600594,益佰制药
2011-06-27,2011-06-30,sh.600602,云赛智联
2011-06-27,2011-06-30,sh.600606,绿地控股
2011-06-27,2011-06-30,sh.600616,金枫酒业
2011-06-27,2011-06-30,sh.600618,氯碱化工
2011-06-27,2011-06-30,sh.600622,光大嘉宝
2011-06-27,2011-06-30,sh.600623,华谊集团
2011-06-27,2011-06-30,sh.600626,申达股份
2011-06-27,2011-06-30,sh.600628,新世界
2011-06-27,2011-06-30,sh.600630,龙头股份
2011-06-27,2011-06-30,sh.600637,东方明珠
2011-06-27,2011-06-30,sh.600639,浦东金桥
2011-06-27,2011-06-30,sh.600640,号百控股
2011-06-27,2011-06-30,sh.600641,万业企业
2011-06-27,2011-06-30,sh.600643,爱建集团
2011-06-27,2011-06-30,sh.600644,乐山电力
2011-06-27,2011-06-30,sh.600650,锦江投资
2011-06-27,2011-06-30,sh.600651,飞乐音响
2011-06-27,2011-06-30,sh.600653,申华控股
2011-06-27,2011-06-30,sh.600654,ST中安
2011-06-27,2011-06-30,sh.600662,强生控股
2011-06-27,2011-06-30,sh.600665,天地源
2011-06-27,2011-06-30,sh.600667,太极实业
2011-06-27,2011-06-30,sh.600673,东阳光科
2011-06-27,2011-06-30,sh.600676,交运股份
2011-06-27,2011-06-30,sh.600682,南京新百
2011-06-27,2011-06-30,sh.600683,京投发展
2011-06-27,2011-06-30,sh.600685,中船防务
2011-06-27,2011-06-30,sh.600686,金龙汽车
2011-06-27,2011-06-30,sh.600692,亚通股份
2011-06-27,2011-06-30,sh.600693,东百集团
2011-06-27,2011-06-30,sh.600702,舍得酒业
2011-06-27,2011-06-30,sh.600704,物产中大
2011-06-27,2011-06-30,sh.600707,彩虹股份
2011-06-27,2011-06-30,sh.600708,光明地产
2011-06-27,2011-06-30,sh.600710,苏美达
2011-06-27,2011-06-30,sh.600720,祁连山
2011-06-27,2011-06-30,sh.600723,首商股份
2011-06-27,2011-06-30,sh.600724,宁波富达
2011-06-27,2011-06-30,sh.600725,ST云维
2011-06-27,2011-06-30,sh.600736,苏州高新
2011-06-27,2011-06-30,sh.600743,华远地产
2011-06-27,2011-06-30,sh.600744,华银电力
2011-06-27,2011-06-30,sh.600747,ST大控
2011-06-27,2011-06-30,sh.600750,江中药业
2011-06-27,2011-06-30,sh.600754,锦江股份
2011-06-27,2011-06-30,sh.600755,厦门国贸
2011-06-27,2011-06-30,sh.600759,洲际油气
2011-06-27,2011-06-30,sh.600761,安徽合力
2011-06-27,2011-06-30,sh.600765,中航重机
2011-06-27,2011-06-30,sh.600770,综艺股份
2011-06-27,2011-06-30,sh.600776,东方通信
2011-06-27,2011-06-30,sh.600780,通宝能源
2011-06-27,2011-06-30,sh.600782,新钢股份
2011-06-27,2011-06-30,sh.600783,鲁信创投
2011-06-27,2011-06-30,sh.600787,中储股份
2011-06-27,2011-06-30,sh.600789,鲁抗医药
2011-06-27,2011-06-30,sh.600790,轻纺城
2011-06-27,2011-06-30,sh.600797,浙大网新
2011-06-27,2011-06-30,sh.600798,宁波海运
2011-06-27,2011-06-30,sh.600801,华新水泥
2011-06-27,2011-06-30,sh.600805,悦达投资
2011-06-27,2011-06-30,sh.600806,退市昆机
2011-06-27,2011-06-30,sh.600810,神马股份
2011-06-27,2011-06-30,sh.600815,厦工股份
2011-06-27,2011-06-30,sh.600816,安信信托
2011-06-27,2011-06-30,sh.600818,中路股份
2011-06-27,2011-06-30,sh.600820,隧道股份
2011-06-27,2011-06-30,sh.600824,益民集团
2011-06-27,2011-06-30,sh.600825,新华传媒
2011-06-27,2011-06-30,sh.600826,兰生股份
2011-06-27,2011-06-30,sh.600827,百联股份
2011-06-27,2011-06-30,sh.600829,人民同泰
2011-06-27,2011-06-30,sh.600830,香溢融通
2011-06-27,2011-06-30,sh.600831,广电网络
2011-06-27,2011-06-30,sh.600834,申通地铁
2011-06-27,2011-06-30,sh.600835,上海机电
2011-06-27,2011-06-30,sh.600836,界龙实业
2011-06-27,2011-06-30,sh.600838,上海九百
2011-06-27,2011-06-30,sh.600844,丹化科技
2011-06-27,2011-06-30,sh.600846,同济科技
2011-06-27,2011-06-30,sh.600851,海欣股份
2011-06-27,2011-06-30,sh.600858,银座股份
2011-06-27,2011-06-30,sh.600864,哈投股份
2011-06-27,2011-06-30,sh.600866,星湖科技
2011-06-27,2011-06-30,sh.600867,通化东宝
2011-06-27,2011-06-30,sh.600872,中炬高新
2011-06-27,2011-06-30,sh.600874,创业环保
2011-06-27,2011-06-30,sh.600877,ST嘉陵
2011-06-27,2011-06-30,sh.600880,博瑞传播
2011-06-27,2011-06-30,sh.600884,杉杉股份
2011-06-27,2011-06-30,sh.600888,新疆众和
2011-06-27,2011-06-30,sh.600894,广日股份
2011-06-27,2011-06-30,sh.600896,*ST海投
2011-06-27,2011-06-30,sh.600897,厦门空港
2011-06-27,2011-06-30,sh.600961,株冶集团
2011-06-27,2011-06-30,sh.600963,岳阳林纸
2011-06-27,2011-06-30,sh.600966,博汇纸业
2011-06-27,2011-06-30,sh.600971,恒源煤电
2011-06-27,2011-06-30,sh.600978,宜华生活
2011-06-27,2011-06-30,sh.600981,汇鸿集团
2011-06-27,2011-06-30,sh.600983,惠而浦
2011-06-27,2011-06-30,sh.600991,广汽长丰
2011-06-27,2011-06-30,sh.600993,马应龙
2011-06-27,2011-06-30,sh.600995,文山电力
2011-06-27,2011-06-30,sh.601000,唐山港
2011-06-27,2011-06-30,sh.601002,晋亿实业
2011-06-27,2011-06-30,sh.601678,滨化股份
2011-06-27,2011-06-30,sh.601999,出版传媒
2011-06-27,2011-06-30,sz.000005,世纪星源
2011-06-27,2011-06-30,sz.000006,深振业A
2011-06-27,2011-06-30,sz.000016,深康佳A
2011-06-27,2011-06-30,sz.000028,国药一致
2011-06-27,2011-06-30,sz.000029,深深房A
2011-06-27,2011-06-30,sz.000042,中洲控股
2011-06-27,2011-06-30,sz.000050,深天马A
2011-06-27,2011-06-30,sz.000062,深圳华强
2011-06-27,2011-06-30,sz.000066,中国长城
2011-06-27,2011-06-30,sz.000078,海王生物
2011-06-27,2011-06-30,sz.000088,盐田港
2011-06-27,2011-06-30,sz.000089,深圳机场
2011-06-27,2011-06-30,sz.000090,天健集团
2011-06-27,2011-06-30,sz.000099,中信海直
2011-06-27,2011-06-30,sz.000158,常山北明
2011-06-27,2011-06-30,sz.000159,国际实业
2011-06-27,2011-06-30,sz.000301,东方盛虹
2011-06-27,2011-06-30,sz.000400,许继电气
2011-06-27,2011-06-30,sz.000407,胜利股份
2011-06-27,2011-06-30,sz.000410,沈阳机床
2011-06-27,2011-06-30,sz.000416,民生控股
2011-06-27,2011-06-30,sz.000417,合肥百货
2011-06-27,2011-06-30,sz.000426,兴业矿业
2011-06-27,2011-06-30,sz.000428,华天酒店
2011-06-27,2011-06-30,sz.000429,粤高速A
2011-06-27,2011-06-30,sz.000488,晨鸣纸业
2011-06-27,2011-06-30,sz.000501,鄂武商A
2011-06-27,2011-06-30,sz.000503,国新健康
2011-06-27,2011-06-30,sz.000510,金路集团
2011-06-27,2011-06-30,sz.000511,烯碳退
2011-06-27,2011-06-30,sz.000513,丽珠集团
2011-06-27,2011-06-30,sz.000514,渝开发
2011-06-27,2011-06-30,sz.000517,荣安地产
2011-06-27,2011-06-30,sz.000520,长航凤凰
2011-06-27,2011-06-30,sz.000522,白云山A
2011-06-27,2011-06-30,sz.000525,红太阳
2011-06-27,2011-06-30,sz.000532,华金资本
2011-06-27,2011-06-30,sz.000533,万家乐
2011-06-27,2011-06-30,sz.000536,华映科技
2011-06-27,2011-06-30,sz.000537,广宇发展
2011-06-27,2011-06-30,sz.000540,中天金融
2011-06-27,2011-06-30,sz.000541,佛山照明
2011-06-27,2011-06-30,sz.000543,皖能电力
2011-06-27,2011-06-30,sz.000548,湖南投资
2011-06-27,2011-06-30,sz.000554,泰山石油
2011-06-27,2011-06-30,sz.000563,陕国投A
2011-06-27,2011-06-30,sz.000571,新大洲A
2011-06-27,2011-06-30,sz.000572,海马汽车
2011-06-27,2011-06-30,sz.000581,威孚高科
2011-06-27,2011-06-30,sz.000584,哈工智能
2011-06-27,2011-06-30,sz.000589,黔轮胎A
2011-06-27,2011-06-30,sz.000594,国恒退
2011-06-27,2011-06-30,sz.000597,东北制药
2011-06-27,2011-06-30,sz.000599,青岛双星
2011-06-27,2011-06-30,sz.000600,建投能源
2011-06-27,2011-06-30,sz.000601,韶能股份
2011-06-27,2011-06-30,sz.000607,华媒控股
2011-06-27,2011-06-30,sz.000608,阳光股份
2011-06-27,2011-06-30,sz.000616,海航投资
2011-06-27,2011-06-30,sz.000617,中油资本
2011-06-27,2011-06-30,sz.000619,海螺型材
2011-06-27,2011-06-30,sz.000627,天茂集团
2011-06-27,2011-06-30,sz.000631,顺发恒业
2011-06-27,2011-06-30,sz.000636,风华高科
2011-06-27,2011-06-30,sz.000655,*ST金岭
2011-06-27,2011-06-30,sz.000659,珠海中富
2011-06-27,2011-06-30,sz.000677,恒天海龙
2011-06-27,2011-06-30,sz.000682,东方电子
2011-06-27,2011-06-30,sz.000683,远兴能源
2011-06-27,2011-06-30,sz.000687,华讯方舟
2011-06-27,2011-06-30,sz.000698,沈阳化工
2011-06-27,2011-06-30,sz.000707,*ST双环
2011-06-27,2011-06-30,sz.000708,大冶特钢
2011-06-27,2011-06-30,sz.000712,锦龙股份
2011-06-27,2011-06-30,sz.000713,丰乐种业
2011-06-27,2011-06-30,sz.000717,韶钢松山
2011-06-27,2011-06-30,sz.000726,鲁泰A
2011-06-27,2011-06-30,sz.000731,四川美丰
2011-06-27,2011-06-30,sz.000733,振华科技
2011-06-27,2011-06-30,sz.000735,罗牛山
2011-06-27,2011-06-30,sz.000748,长城信息
2011-06-27,2011-06-30,sz.000751,锌业股份
2011-06-27,2011-06-30,sz.000755,*ST三维
2011-06-27,2011-06-30,sz.000759,中百集团
2011-06-27,2011-06-30,sz.000762,西藏矿业
2011-06-27,2011-06-30,sz.000767,漳泽电力
2011-06-27,2011-06-30,sz.000777,中核科技
2011-06-27,2011-06-30,sz.000786,北新建材
2011-06-27,2011-06-30,sz.000799,酒鬼酒
2011-06-27,2011-06-30,sz.000816,*ST慧业
2011-06-27,2011-06-30,sz.000823,超声电子
2011-06-27,2011-06-30,sz.000826,启迪桑德
2011-06-27,2011-06-30,sz.000828,东莞控股
2011-06-27,2011-06-30,sz.000830,鲁西化工
2011-06-27,2011-06-30,sz.000837,秦川机床
2011-06-27,2011-06-30,sz.000850,华茂股份
2011-06-27,2011-06-30,sz.000852,石化机械
2011-06-27,2011-06-30,sz.000860,顺鑫农业
2011-06-27,2011-06-30,sz.000861,海印股份
2011-06-27,2011-06-30,sz.000875,吉电股份
2011-06-27,2011-06-30,sz.000877,天山股份
2011-06-27,2011-06-30,sz.000882,华联股份
2011-06-27,2011-06-30,sz.000886,海南高速
2011-06-27,2011-06-30,sz.000887,中鼎股份
2011-06-27,2011-06-30,sz.000893,*ST东凌
2011-06-27,2011-06-30,sz.000897,津滨发展
2011-06-27,2011-06-30,sz.000899,赣能股份
2011-06-27,2011-06-30,sz.000903,云内动力
2011-06-27,2011-06-30,sz.000905,厦门港务
2011-06-27,2011-06-30,sz.000910,大亚圣象
2011-06-27,2011-06-30,sz.000911,南宁糖业
2011-06-27,2011-06-30,sz.000912,*ST天化
2011-06-27,2011-06-30,sz.000917,电广传媒
2011-06-27,2011-06-30,sz.000919,金陵药业
2011-06-27,2011-06-30,sz.000925,众合科技
2011-06-27,2011-06-30,sz.000926,福星股份
2011-06-27,2011-06-30,sz.000930,中粮生化
2011-06-27,2011-06-30,sz.000931,中关村
2011-06-27,2011-06-30,sz.000936,华西股份
2011-06-27,2011-06-30,sz.000939,*ST凯迪
2011-06-27,2011-06-30,sz.000949,新乡化纤
2011-06-27,2011-06-30,sz.000950,重药控股
2011-06-27,2011-06-30,sz.000962,东方钽业
2011-06-27,2011-06-30,sz.000963,华东医药
2011-06-27,2011-06-30,sz.000970,中科三环
2011-06-27,2011-06-30,sz.000972,*ST中基
2011-06-27,2011-06-30,sz.000973,佛塑科技
2011-06-27,2011-06-30,sz.000975,银泰资源
2011-06-27,2011-06-30,sz.000987,越秀金控
2011-06-27,2011-06-30,sz.000988,华工科技
2011-06-27,2011-06-30,sz.000989,九芝堂
2011-06-27,2011-06-30,sz.000990,诚志股份
2011-06-27,2011-06-30,sz.000996,中国中期
2011-06-27,2011-06-30,sz.000997,新大陆
2011-06-27,2011-06-30,sz.000998,隆平高科
2011-06-27,2011-06-30,sz.001696,宗申动力
2011-06-27,2011-06-30,sz.002008,大族激光
2011-06-27,2011-06-30,sz.002011,盾安环境
2011-06-27,2011-06-30,sz.002019,亿帆医药
2011-06-27,2011-06-30,sz.002022,科华生物
2011-06-27,2011-06-30,sz.002025,航天电器
2011-06-27,2011-06-30,sz.002038,双鹭药业
2011-06-27,2011-06-30,sz.002041,登海种业
2011-06-27,2011-06-30,sz.002048,宁波华翔
2011-06-27,2011-06-30,sz.002051,中工国际
2011-06-27,2011-06-30,sz.002052,同洲电子
2011-06-27,2011-06-30,sz.002056,横店东磁
2011-06-27,2011-06-30,sz.002062,宏润建设
2011-06-27,2011-06-30,sz.002064,华峰氨纶
2011-06-27,2011-06-30,sz.002065,东华软件
2011-06-27,2011-06-30,sz.002073,软控股份
2011-06-27,2011-06-30,sz.002078,太阳纸业
2011-06-27,2011-06-30,sz.002081,金螳螂
2011-06-27,2011-06-30,sz.002083,孚日股份
2011-06-27,2011-06-30,sz.002088,鲁阳节能
2011-06-27,2011-06-30,sz.002091,江苏国泰
2011-06-27,2011-06-30,sz.002097,山河智能
2011-06-27,2011-06-30,sz.002106,莱宝高科
2011-06-27,2011-06-30,sz.002109,兴化股份
2011-06-27,2011-06-30,sz.002110,三钢闽光
2011-06-27,2011-06-30,sz.002121,科陆电子
2011-06-27,2011-06-30,sz.002123,梦网集团
2011-06-27,2011-06-30,sz.002129,中环股份
2011-06-27,2011-06-30,sz.002133,广宇集团
2011-06-27,2011-06-30,sz.002152,广电运通
2011-06-27,2011-06-30,sz.002161,远望谷
2011-06-27,2011-06-30,sz.002172,澳洋健康
2011-06-27,2011-06-30,sz.002179,中航光电
2011-06-27,2011-06-30,sz.002181,粤传媒
2011-06-27,2011-06-30,sz.002183,怡亚通
2011-06-27,2011-06-30,sz.002191,劲嘉股份
2011-06-27,2011-06-30,sz.002194,*ST凡谷
2011-06-27,2011-06-30,sz.002218,拓日新能
2011-06-27,2011-06-30,sz.002223,鱼跃医疗
2011-06-27,2011-06-30,sz.002225,濮耐股份
2011-06-27,2011-06-30,sz.002230,科大讯飞
2011-06-27,2011-06-30,sz.002232,启明信息
2011-06-27,2011-06-30,sz.002233,塔牌集团
2011-06-27,2011-06-30,sz.002237,恒邦股份
2011-06-27,2011-06-30,sz.002238,天威视讯
2011-06-27,2011-06-30,sz.002241,歌尔股份
2011-06-27,2011-06-30,sz.002249,大洋电机
2011-06-27,2011-06-30,sz.002251,步步高
2011-06-27,2011-06-30,sz.002252,上海莱士
2011-06-27,2011-06-30,sz.002254,泰和新材
2011-06-27,2011-06-30,sz.002258,利尔化学
2011-06-27,2011-06-30,sz.002266,浙富控股
2011-06-27,2011-06-30,sz.002267,陕天然气
2011-06-27,2011-06-30,sz.002276,万马股份
